,genre_id,movie_id
0,1,499549
1,1,449088
2,1,2379713
3,1,1345836
4,1,401729
5,1,2395427
6,1,2975590
7,1,348150
8,1,830515
9,1,383574
10,1,1210819
11,1,770828
12,1,499448
13,1,1298650
14,1,1409024
15,1,948470
16,1,955308
17,1,3498820
18,1,1440129
19,1,369610
20,1,316654
21,1,1300854
22,1,376994
23,1,1055369
24,1,2109248
25,1,1872181
26,1,1133985
27,1,438488
28,1,2820852
29,1,816711
30,1,1877832
31,1,1408101
32,1,473075
33,1,1663662
34,1,1399103
35,1,367882
36,1,2660888
37,1,293564
38,1,1190080
39,1,1617661
40,1,3385516
41,1,468569
42,1,892782
43,1,371746
44,1,120891
45,1,859163
46,1,1386697
47,1,1631867
48,1,114898
49,1,1046173
50,1,1228705
51,1,1735898
52,1,1587310
53,1,2103281
54,1,1335975
55,1,1843866
56,1,1964418
57,1,2245084
58,1,1628841
59,1,181852
60,1,2015381
61,1,1375666
62,1,1270798
63,1,963966
64,1,409182
65,1,803096
66,1,1340138
67,1,213149
68,1,418279
69,1,346491
70,1,448157
71,1,372784
72,1,479952
73,1,458525
74,1,242653
75,1,234215
76,1,1981115
77,1,1392190
78,1,800369
79,1,436339
80,1,1646987
81,1,2381249
82,1,918940
83,1,1302011
84,1,938283
85,1,317919
86,1,2334879
87,1,1305591
88,1,246460
89,1,120591
90,1,120912
91,1,442933
92,1,2267968
93,1,1229238
94,1,325710
95,1,796366
96,1,145487
97,1,1646971
98,1,2404233
99,1,382992
100,1,409459
101,1,122151
102,1,286716
103,1,1583421
104,1,318649
105,1,173840
106,1,458339
107,1,143145
108,1,311113
109,1,800080
110,1,86759
111,1,440963
112,1,441773
113,1,478970
114,1,172156
115,1,448694
116,1,944835
117,1,1959490
118,1,983193
119,1,1815862
120,1,1680310
121,1,1001526
122,1,790736
123,1,4262980
124,1,325980
125,1,290334
126,1,1596343
127,1,1515091
128,1,120657
129,1,1194173
130,1,118688
131,1,319262
132,1,120755
133,1,177971
134,1,486576
135,1,259324
136,1,4196776
137,1,305357
138,1,1535108
139,1,296572
140,1,811080
141,1,1013743
142,1,1483013
143,1,121766
144,1,121765
145,1,1430132
146,1,120915
147,1,245562
148,1,2381991
149,1,118928
150,1,3949660
151,1,477347
152,1,2126355
153,1,120347
154,1,187393
155,1,356910
156,1,990407
157,1,84967
158,1,1253863
159,1,3410834
160,1,433035
161,1,120179
162,1,1731141
163,1,337978
164,1,120737
165,1,343818
166,1,320661
167,1,187078
168,1,172495
169,1,181689
170,1,103064
171,1,111503
172,1,1111422
173,1,1386588
174,1,116213
175,1,1764651
176,1,368891
177,1,449010
178,1,146675
179,1,112462
180,1,120201
181,1,1219342
182,1,327554
183,1,2333784
184,1,1390411
185,1,180052
186,1,947810
187,1,209163
188,1,119116
189,1,167260
190,1,167261
191,1,1121096
192,1,146316
193,1,163025
194,1,1318514
195,1,1606378
196,1,317705
197,1,112760
198,1,477080
199,1,266915
200,1,1080016
201,1,160127
202,1,942385
203,1,112864
204,1,988045
205,1,230011
206,1,960144
207,1,2120120
208,1,164052
209,1,325703
210,1,3110958
211,1,120053
212,1,266987
213,1,120461
214,1,118972
215,1,1502712
216,1,1041804
217,1,117998
218,1,372183
219,1,118571
220,1,1509767
221,1,1599348
222,1,471042
223,1,120660
224,1,327850
225,1,107362
226,1,463985
227,1,233469
228,1,446029
229,1,298814
230,1,1287468
231,1,489099
232,1,411477
233,1,216216
234,1,1320253
235,1,117060
236,1,103776
237,1,120647
238,1,1821694
239,1,425061
240,1,119094
241,1,3322312
242,1,118880
243,1,1059786
244,1,1037705
245,1,118883
246,1,2713180
247,1,120828
248,1,120738
249,1,268695
250,1,120751
251,1,244244
252,1,386140
253,1,355295
254,1,116996
255,1,119051
256,1,986263
257,1,116040
258,1,185183
259,1,300556
260,1,119925
261,1,1618442
262,1,199753
263,1,318081
264,1,1921064
265,1,1397514
266,1,317648
267,1,322259
268,1,311429
269,1,116629
270,1,119567
271,1,120903
272,1,493464
273,1,117500
274,1,438097
275,1,141369
276,1,190865
277,1,314353
278,1,1103153
279,1,1638355
280,1,113071
281,1,1253864
282,1,340163
283,1,120913
284,1,329717
285,1,120157
286,1,377062
287,1,2293640
288,1,978764
289,1,1985949
290,1,770752
291,1,431197
292,1,415306
293,1,418763
294,1,132245
295,1,295701
296,1,1267297
297,1,99423
298,1,257076
299,1,370263
300,1,277434
301,1,2302755
302,1,120844
303,1,1217613
304,1,829150
305,1,133952
306,1,280486
307,1,419706
308,1,297181
309,1,1496025
310,1,1448755
311,1,246894
312,1,308208
313,1,120696
314,1,181739
315,1,2717822
316,1,346156
317,1,1211956
318,1,1043726
319,1,164184
320,1,113845
321,1,132347
322,1,2025690
323,1,758774
324,1,1611224
325,1,137494
326,1,462396
327,1,120815
328,1,2369135
329,1,133093
330,1,100802
331,1,120746
332,1,186566
333,1,106582
334,1,115759
335,1,1596350
336,1,359013
337,1,87985
338,1,1855325
339,1,452608
340,1,116908
341,1,228750
342,1,406375
343,1,102070
344,1,1418377
345,1,357277
346,1,458481
347,1,295178
348,1,375568
349,1,109444
350,1,3672840
351,1,141926
352,1,233142
353,1,416449
354,1,486946
355,1,258463
356,1,113189
357,1,1272878
358,1,239395
359,1,317740
360,1,99371
361,1,4046784
362,1,1245526
363,1,277296
364,1,349710
365,1,149261
366,1,257568
367,1,328107
368,1,167190
369,1,119395
370,1,338337
371,1,290095
372,1,114781
373,1,1205537
374,1,3300542
375,1,118583
376,1,822854
377,1,1490017
378,1,385307
379,1,253556
380,1,1321870
381,1,443632
382,1,253754
383,1,1034331
384,1,329774
385,1,822847
386,1,848228
387,1,454824
388,1,272020
389,1,831887
390,1,3045616
391,1,460780
392,1,4591310
393,1,326905
394,1,1431045
395,1,2179136
396,1,95956
397,1,1220634
398,1,485985
399,1,116136
400,1,367479
401,1,1071875
402,1,395699
403,1,351977
404,1,78346
405,1,119190
406,1,455944
407,1,112740
408,1,266697
409,1,118480
410,1,378194
411,1,98439
412,1,184894
413,1,116253
414,1,865556
415,1,103644
416,1,122690
417,1,269347
418,1,115857
419,1,116277
420,1,402022
421,1,120390
422,1,167456
423,1,187738
424,1,1308729
425,1,81573
426,1,162650
427,1,462322
428,1,377818
429,1,1179034
430,1,245803
431,1,102798
432,1,2294449
433,1,1489889
434,1,120784
435,1,112715
436,1,114069
437,1,2024469
438,1,1075417
439,1,434409
440,1,300471
441,1,1428538
442,1,1464540
443,1,4172430
444,1,118548
445,1,119173
446,1,120768
447,1,2106361
448,1,109254
449,1,119874
450,1,318627
451,1,110725
452,1,424774
453,1,1186367
454,1,112401
455,1,1517260
456,1,264395
457,1,309377
458,1,963178
459,1,116225
460,1,129167
461,1,1124037
462,1,331933
463,1,2199571
464,1,378109
465,1,2189221
466,1,421054
467,1,1034032
468,1,1502404
469,1,891592
470,1,267804
471,1,98987
472,1,97576
473,1,1823672
474,1,120188
475,1,2446042
476,1,99422
477,1,117731
478,1,1075747
479,1,115956
480,1,1397280
481,1,212346
482,1,373051
483,1,105112
484,1,120611
485,1,118615
486,1,111255
487,1,432021
488,1,110997
489,1,337921
490,1,274166
491,1,87182
492,1,450232
493,1,364970
494,1,116421
495,1,1343727
496,1,117331
497,1,118956
498,1,1046997
499,1,814022
500,1,120107
501,1,1634122
502,1,249516
503,1,106977
504,1,1038919
505,1,89880
506,1,401855
507,1,342258
508,1,472399
509,1,1232829
510,1,2404463
511,1,1648179
512,1,97742
513,1,179626
514,1,1598828
515,1,1032751
516,1,1149361
517,1,183790
518,1,288045
519,1,1568338
520,1,2872732
521,1,338459
522,1,1091191
523,1,2869728
524,1,104691
525,1,159273
526,1,122718
527,1,120177
528,1,245844
529,1,472043
530,1,93428
531,1,1424381
532,1,758730
533,1,111143
534,1,160009
535,1,246544
536,1,1657507
537,1,329691
538,1,113552
539,1,208988
540,1,93278
541,1,450405
542,1,81400
543,1,176269
544,1,1188729
545,1,283160
546,1,2515034
547,1,457495
548,1,913968
549,1,1706620
550,1,109506
551,1,2631186
552,1,232500
553,1,379786
554,1,86393
555,1,425637
556,1,287717
557,1,111280
558,1,1462900
559,1,3450650
560,1,1411250
561,1,193560
562,1,2304933
563,1,1979320
564,1,1385867
565,1,181316
566,1,972558
567,1,118771
568,1,86006
569,1,184858
570,1,266465
571,1,2888046
572,1,145660
573,1,96895
574,1,104714
575,1,4085584
576,1,227538
577,1,114508
578,1,120744
579,1,453556
580,1,834001
581,1,120804
582,1,467197
583,1,1637688
584,1,111301
585,1,100403
586,1,80745
587,1,1712170
588,1,1600195
589,1,426592
590,1,1547234
591,1,2967224
592,1,1904996
593,1,1438173
594,1,85811
595,1,99587
596,1,244000
597,1,365929
598,1,120724
599,1,304711
600,1,450314
601,1,383060
602,1,120479
603,1,120152
604,1,1321869
605,1,416496
606,1,1790864
607,1,163579
608,1,1656186
609,1,242445
610,1,208003
611,1,1093357
612,1,330793
613,1,1656190
614,1,86190
615,1,483607
616,1,1135084
617,1,1464174
618,1,1981107
619,1,78723
620,1,388482
621,1,114214
622,1,1053424
623,1,372873
624,1,306892
625,1,3014866
626,1,79574
627,1,1289401
628,1,111257
629,1,99810
630,1,1136608
631,1,1276104
632,1,430105
633,1,98382
634,1,90264
635,1,96933
636,1,3397884
637,1,95631
638,1,93894
639,1,993842
640,1,119707
641,1,472033
642,1,114857
643,1,370032
644,1,398712
645,1,120008
646,1,116320
647,1,271367
648,1,91225
649,1,131646
650,1,1098327
651,1,1549920
652,1,218817
653,1,2101341
654,1,281820
655,1,403016
656,1,417976
657,1,398913
658,1,1772230
659,1,2231253
660,1,1586752
661,1,87469
662,1,285823
663,1,95016
664,1,82398
665,1,111438
666,1,1250777
667,1,1622547
668,1,219653
669,1,2172934
670,1,1273678
671,1,228333
672,1,1374989
673,1,1650554
674,1,1430612
675,1,86034
676,1,102975
677,1,80455
678,1,139414
679,1,118929
680,1,120769
681,1,1517489
682,1,227984
683,1,1114740
684,1,99938
685,1,910936
686,1,1038686
687,1,157472
688,1,90022
689,1,358349
690,1,110027
691,1,2140379
692,1,936501
693,1,103855
694,1,329101
695,1,268397
696,1,1060277
697,1,103060
698,1,1408253
699,1,108358
700,1,165929
701,1,1601913
702,1,313911
703,1,119807
704,1,1524137
705,1,119695
706,1,279493
707,1,271027
708,1,306685
709,1,366174
710,1,66473
711,1,1153706
712,1,480255
713,1,499556
714,1,297162
715,1,117011
716,1,89489
717,1,175058
718,1,90728
719,1,999913
720,1,102984
721,1,373416
722,1,417148
723,1,114614
724,1,383222
725,1,1233301
726,1,66549
727,1,2952602
728,1,1946381
729,1,2058673
730,1,2140037
731,1,238948
732,1,112389
733,1,1433108
734,1,80684
735,1,112442
736,1,1506999
737,1,102005
738,1,2397255
739,1,1403130
740,1,113957
741,1,320691
742,1,399201
743,1,2312718
744,1,107978
745,1,263728
746,1,2938956
747,1,2097307
748,1,83943
749,1,108308
750,1,293662
751,1,1023111
752,1,82971
753,1,92644
754,1,1116184
755,1,113855
756,1,78869
757,1,372588
758,1,3231054
759,1,421073
760,1,1213663
761,1,433362
762,1,102744
763,1,475944
764,1,120877
765,1,249327
766,1,373074
767,1,338325
768,1,913354
769,1,120483
770,1,1592525
771,1,1121931
772,1,281322
773,1,1160368
774,1,109015
775,1,1712261
776,1,804461
777,1,399327
778,1,462229
779,1,2002718
780,1,2937898
781,1,1366365
782,1,238380
783,1,348121
784,1,110944
785,1,1013860
786,1,882978
787,1,1781827
788,1,3247714
789,1,765432
790,1,4280822
791,1,3341072
792,1,86993
793,1,2957680
794,1,110475
795,1,88170
796,1,93773
797,1,117723
798,1,87078
799,1,82648
800,1,2167202
801,1,82288
802,1,1032755
803,1,84316
804,1,92240
805,1,120775
806,1,3212232
807,1,386741
808,1,89893
809,1,1403241
810,1,443536
811,1,465494
812,1,1085492
813,1,90605
814,1,299977
815,1,475394
816,1,1104001
817,1,56800
818,1,94074
819,1,404390
820,1,250720
821,1,101764
822,1,425112
823,1,837106
824,1,2467046
825,1,79550
826,1,91203
827,1,120207
828,1,281364
829,1,86960
830,1,92099
831,1,190332
832,1,1153040
833,1,192614
834,1,800320
835,1,119229
836,1,107711
837,1,419946
838,1,4139124
839,1,2402157
840,1,87262
841,1,144964
842,1,1258972
843,1,414852
844,1,3508840
845,1,785035
846,1,1020558
847,1,117653
848,1,252223
849,1,1971325
850,1,406728
851,1,1075419
852,1,92493
853,1,2503954
854,1,83944
855,1,76752
856,1,278295
857,1,211443
858,1,77296
859,1,1460743
860,1,1291150
861,1,4048942
862,1,1234721
863,1,96487
864,1,107659
865,1,120609
866,1,1639008
867,1,104215
868,1,1478964
869,1,4939066
870,1,305396
871,1,108399
872,1,985694
873,1,386064
874,1,91129
875,1,84726
876,1,1591479
877,1,381061
878,1,1442449
879,1,114608
880,1,479884
881,1,385004
882,1,106950
883,1,1876517
884,1,1477109
885,1,1486193
886,1,76759
887,1,493430
888,1,2968804
889,1,83131
890,1,4094724
891,1,56197
892,1,89530
893,1,88944
894,1,89461
895,1,98206
896,1,110399
897,1,89348
898,1,1564585
899,1,240468
900,1,142192
901,1,1470023
902,1,1243957
903,1,1748227
904,1,231448
905,1,107983
906,1,93483
907,1,432637
908,1,884224
909,1,286112
910,1,253126
911,1,1147687
912,1,901487
913,1,1376195
914,1,2923316
915,1,62512
916,1,2556874
917,1,1612319
918,1,57193
919,1,1694021
920,1,1198101
921,1,59800
922,1,117603
923,1,2975578
924,1,97499
925,1,202677
926,1,87451
927,1,290879
928,1,3276924
929,1,1679332
930,1,458290
931,1,1641841
932,1,387596
933,1,2017038
934,1,87538
935,1,493264
936,1,64757
937,1,4474310
938,1,479647
939,1,1300851
940,1,102915
941,1,1235189
942,1,94625
943,1,473188
944,1,2112277
945,1,2102502
946,1,2628316
947,1,94764
948,1,4060866
949,1,113326
950,1,2147225
951,1,1289406
952,1,413300
953,1,203408
954,1,3488328
955,1,66995
956,1,70328
957,1,112851
958,1,74812
959,1,71807
960,1,94612
961,1,118276
962,1,1074638
963,1,98622
964,1,105459
965,1,1592154
966,1,204993
967,1,144117
968,1,3469440
969,1,4061848
970,1,942903
971,1,1003034
972,1,861739
973,1,1414378
974,1,88247
975,1,327437
976,1,82340
977,1,117786
978,1,107750
979,1,65214
980,1,101412
981,1,110490
982,1,1575694
983,1,427954
984,1,473024
985,1,2166214
986,1,1251743
987,1,1618430
988,1,93629
989,1,82817
990,1,85862
991,1,1781922
992,1,83630
993,1,259974
994,1,77572
995,1,1554921
996,1,77294
997,1,4511566
998,1,796212
999,1,1629705
1000,1,4387040
1001,1,2295722
1002,1,857190
1003,1,1291652
1004,1,1528100
1005,1,133152
1006,1,873886
1007,1,1422136
1008,1,1401152
1009,1,4340720
1010,1,60490
1011,1,258038
1012,1,1298649
1013,1,367631
1014,1,3103166
1015,1,138862
1016,1,2166834
1017,1,2379386
1018,1,2761578
1019,1,83739
1020,1,426459
1021,1,58150
1022,1,65462
1023,1,235679
1024,1,1097013
1025,1,40724
1026,1,95863
1027,1,1640459
1028,1,3367294
1029,1,1922679
1030,1,1754264
1031,1,1085382
1032,1,3511596
1033,1,3551400
1034,1,1095423
1035,1,851515
1036,1,67065
1037,1,380732
1038,1,67116
1039,1,816539
1040,1,57076
1041,1,98503
1042,1,82694
1043,1,111512
1044,1,165798
1045,1,433387
1046,1,118736
1047,1,249588
1048,1,1020885
1049,1,783532
1050,1,796355
1051,1,1220217
1052,1,3528666
1053,1,69768
1054,1,2645670
1055,1,68408
1056,1,363547
1057,1,92675
1058,1,3082898
1059,1,3139764
1060,1,3781616
1061,1,790724
1062,1,1236254
1063,1,68135
1064,1,120749
1065,1,2640460
1066,1,87130
1067,1,1681370
1068,1,27438
1069,1,2180333
