,Actor_id,movie_id
1354,128,4667094
1355,128,118111
1356,128,480251
1357,129,910970
1358,129,317303
1359,129,489282
1360,129,391229
1361,129,1862079
1362,130,293564
1363,130,313737
1364,130,124879
1365,130,88939
1366,131,293564
1367,131,118928
1368,131,258068
1369,131,437800
1370,132,293564
1371,132,2938956
1372,133,1190080
1373,133,4428038
1374,133,1727388
1375,134,1190080
1376,134,1270798
1377,134,182789
1378,134,118998
1379,134,884726
1380,134,1045778
1381,134,116253
1382,134,260866
1383,134,117913
1384,134,870111
1385,134,139414
1386,134,415965
1387,134,99582
1388,134,217756
1389,134,124879
1390,134,144640
1391,134,362269
1392,134,171356
1393,134,2802850
1394,134,878835
1395,134,311648
1396,135,1190080
1397,135,418689
1398,135,380510
1399,136,1067106
1400,136,462396
1401,136,795421
1402,136,317198
1403,136,314331
1404,136,116209
1405,136,243155
1406,136,396752
1407,136,286788
1408,136,373450
1409,136,1726592
1410,136,1340800
1411,136,2058107
1412,136,1504320
1413,136,278500
1414,136,808244
1415,136,335119
1416,136,829098
1417,136,1315981
1418,137,1067106
1419,137,442933
1420,137,1568346
1421,137,217869
1422,137,473705
1423,137,1210166
1424,137,139462
1425,137,486674
1426,137,968264
1427,137,93779
1428,137,314676
1429,137,359423
1430,137,2103267
1431,138,1067106
1432,138,2103281
1433,138,1302011
1434,138,304141
1435,138,119116
1436,138,118571
1437,138,1037705
1438,138,120738
1439,138,762125
1440,138,114345
1441,138,1486185
1442,138,103874
1443,138,120800
1444,138,3014866
1445,138,1340800
1446,138,1234721
1447,138,108399
1448,138,107983
1449,138,208874
1450,138,115632
1451,138,1139668
1452,139,1617661
1453,139,1037705
1454,139,1279935
1455,139,1637725
1456,139,1632708
1457,139,467197
1458,139,800039
1459,139,1747958
1460,139,4651520
1461,139,947798
1462,139,192071
1463,139,1225822
1464,139,1623205
1465,140,1617661
1466,140,2334879
1467,140,1583421
1468,140,1578275
1469,140,2294449
1470,140,2262227
1471,140,393162
1472,140,1232829
1473,140,1245492
1474,140,1606389
1475,140,403016
1476,140,454945
1477,140,989757
1478,140,489281
1479,140,1506999
1480,140,475290
1481,140,1535612
1482,140,2268016
1483,140,462590
1484,140,1915581
1485,140,2053463
1486,141,1617661
1487,141,1707386
1488,141,414055
1489,141,954990
1490,141,2980516
1491,141,1655420
1492,141,379976
1493,142,363771
1494,143,363771
1495,143,980970
1496,144,3385516
1497,144,1270798
1498,144,1446714
1499,144,361748
1500,144,416449
1501,144,1075747
1502,144,2193215
1503,144,1506999
1504,144,1571222
1505,144,2080374
1506,144,1020558
1507,144,1723811
1508,144,3205376
1509,144,1232776
1510,144,1020530
1511,145,3385516
1512,145,478304
1513,145,1935179
1514,145,2382396
1515,146,468569
1516,146,187393
1517,146,355295
1518,146,183790
1519,146,304711
1520,146,355702
1521,146,368794
1522,146,388795
1523,146,147800
1524,146,285742
1525,147,468569
1526,147,413099
1527,147,372784
1528,147,1483013
1529,147,2209764
1530,147,3110958
1531,147,315327
1532,147,120647
1533,147,493464
1534,147,1670345
1535,147,2302755
1536,147,120696
1537,147,164184
1538,147,2637276
1539,147,285531
1540,147,1245526
1541,147,1490017
1542,147,1057500
1543,147,115857
1544,147,102798
1545,147,114069
1546,147,315824
1547,147,825232
1548,147,342258
1549,147,257756
1550,147,2872732
1551,147,118607
1552,147,1564349
1553,147,2978462
1554,147,114369
1555,147,405159
1556,147,350261
1557,147,164334
1558,147,1204975
1559,147,119468
1560,147,111161
1561,147,171580
1562,147,97441
1563,147,105695
1564,147,97239
1565,147,2638144
1566,147,428803
1567,147,425210
1568,148,1049413
1569,148,318649
1570,148,117438
1571,148,115759
1572,148,272020
1573,148,267804
1574,148,104797
1575,148,106469
1576,148,113161
1577,148,165929
1578,148,2058673
1579,148,109504
1580,148,94764
1581,148,4056738
1582,149,1049413
1583,149,944834
1584,150,892782
1585,150,318649
1586,150,265029
1587,150,465624
1588,150,1403177
1589,150,1512235
1590,150,467406
1591,151,892782
1592,151,2096673
1593,151,1615918
1594,151,1231580
1595,151,445934
1596,151,1621039
1597,151,871426
1598,151,844993
1599,151,483726
1600,151,326856
1601,151,205000
1602,151,377092
1603,151,1104733
1604,151,2398249
1605,152,892782
1606,152,194624
1607,153,371746
1608,153,790736
1609,153,423294
1610,153,1121096
1611,153,329575
1612,153,1754656
1613,153,272152
1614,153,80855
1615,153,117057
1616,153,118158
1617,153,1403865
1618,153,435651
1619,153,101889
1620,153,1234548
1621,153,137363
1622,153,430634
1623,153,1104001
1624,153,164108
1625,153,118715
1626,153,1007018
1627,153,208874
1628,153,1263670
1629,153,319829
1630,154,970179
1631,154,397892
1632,154,1077368
1633,154,455944
1634,154,421729
1635,154,2304933
1636,154,4438848
1637,154,1650554
1638,154,1228987
1639,154,384806
1640,154,1196141
1641,154,406759
1642,154,1355630
1643,154,1022603
1644,154,1939659
1645,154,1014806
1646,155,120891
1647,155,448694
1648,155,1375670
1649,155,367479
1650,155,1430626
1651,155,1648179
1652,155,338459
1653,155,450405
1654,155,416496
1655,155,116320
1656,155,1700841
1657,155,285823
1658,155,116367
1659,155,133751
1660,155,120577
1661,155,120679
1662,155,112851
1663,155,113101
1664,155,120878
1665,156,120891
1666,156,166485
1667,156,346156
1668,156,109506
1669,156,1125929
1670,156,332712
1671,157,859163
1672,157,209163
1673,157,318155
1674,157,166276
1675,157,494238
1676,157,119190
1677,157,230030
1678,157,373051
1679,157,765446
1680,157,124298
1681,157,492389
1682,157,1244659
1683,157,1821658
1684,157,117104
1685,157,160236
1686,157,258068
1687,157,120684
1688,158,859163
1689,158,122151
1690,158,1320253
1691,158,865556
1692,158,267804
1693,158,342258
1694,158,913968
1695,158,165929
1696,158,271027
1697,158,306685
1698,158,499556
1699,158,299977
1700,159,859163
1701,159,1541995
1702,159,3130704
1703,160,1386697
1704,160,3065204
1705,160,348121
1706,161,1386697
1707,161,4438848
1708,161,1213644
1709,161,2004420
1710,162,413099
1711,162,409182
1712,162,340163
1713,162,408345
1714,162,1148204
1715,162,1100119
1716,162,384806
1717,162,1087527
1718,163,413099
1719,163,315327
1720,163,327084
1721,163,1690953
1722,163,2293640
1723,163,1323594
1724,163,427152
1725,163,1279935
1726,163,1229340
1727,163,1570728
1728,163,790628
1729,163,1535438
1730,163,1698641
1731,163,405422
1732,163,357413
1733,163,368975
1734,163,1307068
1735,163,449059
1736,163,1658801
1737,163,1727388
1738,164,1631867
1739,165,1631867
1740,165,2381249
1741,165,317919
1742,165,1229238
1743,165,325710
1744,165,407304
1745,165,120755
1746,165,1013743
1747,165,1483013
1748,165,181689
1749,165,985699
1750,165,117060
1751,165,259711
1752,165,120663
1753,165,99371
1754,165,369339
1755,165,116695
1756,165,110148
1757,165,106918
1758,165,891527
1759,165,104257
1760,165,95953
1761,165,92099
1762,165,96969
1763,165,90863
1764,165,86066
1765,165,85868
1766,165,790724
1767,166,1631867
1768,166,146316
1769,166,259711
1770,166,421238
1771,166,803061
1772,166,117631
1773,167,114898
1774,168,114898
1775,168,130121
1776,168,124198
1777,168,291502
1778,168,120148
1779,169,114898
1780,169,83001
1781,170,1046173
1782,170,319262
1783,170,377062
1784,170,111756
1785,170,146838
1786,170,116136
1787,170,443274
1788,170,1188729
